;id;scientific.name;accepted.name;family;taxon.rank;taxon.status;search.str;threat.status.cnc;threat.status.mma;threat.status.mma2022;life.form;habitat;vegetation.type;vernacular.name;occurrence;establishment;domain;endemism
222;4661;Mandevilla hirsuta (A.Rich.) K.Schum.;NA;Apocynaceae;species;accepted;Mandevilla hirsuta;LC;NA;NA;Climber;Terrestrial;Area Antropica|Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Savana Amazonica;NA;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica;Non Endemic
227;106138;Amphibromus quadridentulus (Doll) Swallen;NA;Poaceae;species;accepted;Amphibromus quadridentulus;NA;NA;NA;Herb;Terrestrial;Area Antropica|Campo Limpo;aveia-do-campo/PORTUGUES/NA | aveia-da-terra/PORTUGUES/Minas Gerais | aveia-do-mato/PORTUGUES/NA;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC;native;Mata Atlantica|Pampa;Non Endemic
236;5912;Ananas bracteatus (Lindl.) Schult. & Schult.f.;NA;Bromeliaceae;species;accepted;Ananas bracteatus;NA;NA;NA;Herb;Terrestrial;Area Antropica|Campo Limpo|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial);NA;BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MT|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP;native;Cerrado|Mata Atlantica|Pampa;Non Endemic
240;11118;Anathallis rubens (Lindl.) Pridgeon & M.W.Chase;NA;Orchidaceae;species;accepted;Anathallis rubens;NA;NA;NA;Herb;Epiphyte|Rupicolous;Campo rupestre|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial);NA;BR-BA|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Caatinga|Cerrado|Mata Atlantica;Non Endemic
246;581993;Ancistrotropis clitorioides (Mart. ex Benth.) A. Delgado;NA;Fabaceae;species;accepted;Ancistrotropis clitorioides;NA;NA;NA;Herb|Climber;Terrestrial;Area Antropica|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrofila (= Floresta Pluvial);NA;BR-AP|BR-BA|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PI|BR-PR|BR-RS|BR-SC|BR-SP|BR-TO;native;Cerrado|Mata Atlantica|Pampa|Pantanal;Endemic
248;136856;Ancistrotropis serrana Snak, J.L.A.Moreira & A.M.G.Azevedo;NA;Fabaceae;species;accepted;Ancistrotropis serrana;NA;NA;NA;Herb|Climber;Terrestrial;Campo de Altitude|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria;NA;BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP;native;Caatinga|Cerrado|Mata Atlantica;Endemic
252;12960;Andropogon carinatus Nees;NA;Poaceae;species;accepted;Andropogon carinatus;LC;NA;NA;Herb;Terrestrial;Campo rupestre|Cerrado (lato sensu);NA;BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-RJ|BR-SP;native;Cerrado|Mata Atlantica;Non Endemic
254;12966;Andropogon leucostachyus Kunth;NA;Poaceae;species;accepted;Andropogon leucostachyus;NA;NA;NA;Herb;Terrestrial;Area Antropica|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Restinga;NA;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
255;12968;Andropogon macrothrix Trin.;NA;Poaceae;species;accepted;Andropogon macrothrix;NA;NA;NA;Herb;Terrestrial;Campo Limpo;NA;BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
257;12969;Andropogon selloanus (Hack.) Hack.;NA;Poaceae;species;accepted;Andropogon selloanus;NA;NA;NA;Herb;Terrestrial;Area Antropica|Campo Limpo|Vegetacao Sobre Afloramentos Rochosos;NA;BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa;Non Endemic
258;12970;Andropogon ternatus (Spreng.) Nees;NA;Poaceae;species;accepted;Andropogon ternatus;NA;NA;NA;Herb;Terrestrial;Campo Limpo;NA;BR-RS|BR-SC;native;Mata Atlantica|Pampa;Non Endemic
259;12971;Andropogon virgatus Desv.;NA;Poaceae;species;accepted;Andropogon virgatus;NA;NA;NA;Herb;Terrestrial;Campo Limpo;NA;BR-AM|BR-AP|BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PI|BR-PR|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa;Non Endemic
261;90668;Anemia villosa Humb. & Bonpl. ex Willd.;NA;Anemiaceae;species;accepted;Anemia villosa;NA;NA;NA;Herb;Rupicolous|Terrestrial;Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Savana Amazonica|Vegetacao Sobre Afloramentos Rochosos;NA;BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-SC|BR-SP;native;Amazonia|Caatinga|Cerrado|Mata Atlantica;Non Endemic
266;136419;Anemia hispida Kunze;NA;Anemiaceae;species;accepted;Anemia hispida;NA;NA;NA;Herb;Rupicolous;Campo rupestre|Cerrado (lato sensu);NA;BR-GO|BR-MA|BR-MG|BR-MT|BR-PA|BR-PE|BR-PI|BR-TO;native;Cerrado;Endemic
274;90642;Anemia phyllitidis (L.) Sw. var. phyllitidis;NA;Anemiaceae;variety;accepted;Anemia phyllitidis var. phyllitidis;NA;NA;NA;Herb;Rupicolous|Terrestrial;Area Antropica|Caatinga (stricto sensu)|Campo Limpo|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Perenifolia|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista;NA;BR-AC|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica|Pampa;Non Endemic
279;90658;Anemia tomentosa (Sav.) Sw.;NA;Anemiaceae;species;accepted;Anemia tomentosa;NA;NA;NA;Herb;Terrestrial;Caatinga (stricto sensu)|Campo de Altitude|Campo Limpo|Cerrado (lato sensu)|Vegetacao Sobre Afloramentos Rochosos;NA;BR-BA|BR-ES|BR-GO|BR-MA|BR-MG|BR-MT|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP;native;Caatinga|Cerrado|Mata Atlantica|Pampa;Non Endemic
289;117066;Annona coriacea Mart.;NA;Annonaceae;species;accepted;Annona coriacea;LC;NA;NA;Shrub|Tree;Terrestrial;Campo rupestre|Cerrado (lato sensu);araticum/PORTUGUES/Centro-Oeste | marolinho/PORTUGUES/Sudeste;BR-BA|BR-CE|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Pantanal;Non Endemic
290;117098;Annona dioica A.St.-Hil.;NA;Annonaceae;species;accepted;Annona dioica;LC;NA;NA;Shrub;Terrestrial;Campo de Varzea|Cerrado (lato sensu)|Floresta de Terra Firme;ata-rasteira/PORTUGUES/Sudeste | marolo/PORTUGUES/Sudeste;BR-BA|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PI|BR-PR|BR-RO|BR-SP|BR-TO;native;Amazonia|Cerrado|Pantanal;Non Endemic
301;12975;Anthaenantia lanata (Kunth) Benth.;NA;Poaceae;species;accepted;Anthaenantia lanata;NA;NA;NA;Herb;Terrestrial;Campinarana|Campo de Varzea|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria;NA;BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
304;32188;Anthaenantiopsis trachystachya (Nees) Mez ex Pilg.;NA;Poaceae;species;accepted;Anthaenantiopsis trachystachya;NA;NA;NA;Herb;Terrestrial;Campo rupestre|Cerrado (lato sensu)|Palmeiral;NA;BR-GO|BR-MT|BR-TO;native;Cerrado;Non Endemic
310;4958;Anthurium minarum Sakur. & Mayo;NA;Araceae;species;accepted;Anthurium minarum;NA;NA;NA;Herb;Rupicolous|Terrestrial;Campo de Altitude|Campo rupestre|Vegetacao Sobre Afloramentos Rochosos;NA;BR-MG|BR-RJ|BR-SP;native;Cerrado|Mata Atlantica;Endemic
317;128000;Cyclospermum leptophyllum (Pers.) Sprague ex Britton & P.Wilson;NA;Apiaceae;species;accepted;Cyclospermum leptophyllum;NA;NA;NA;Herb;Terrestrial;Area Antropica|Campo Limpo|Cerrado (lato sensu)|Vegetacao Sobre Afloramentos Rochosos;aipo-chimarrao/PORTUGUES/Sul | aipo-bravo/PORTUGUES/NA | aipo-falso/PORTUGUES/NA | gertrudes/PORTUGUES/NA | mastruco/PORTUGUES/NA | aipo-do-campo/PORTUGUES/NA;BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
324;33971;Araucaria angustifolia (Bertol.) Kuntze;NA;Araucariaceae;species;accepted;Araucaria angustifolia;EN;EN;EN;Tree;Terrestrial;Campo de Altitude|Floresta Estacional Semidecidual|Floresta Ombrofila Mista;araucaria/PORTUGUES/NA | pinheiro-do-parana/PORTUGUES/NA | curi/PORTUGUES/NA | pinheiro-brasileiro/PORTUGUES/NA | pinho-do-parana/PORTUGUES/NA;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Mata Atlantica|Pampa;Non Endemic
328;109235;Arenaria lanuginosa (Michx.) Rohrb.;NA;Caryophyllaceae;species;accepted;Arenaria lanuginosa;NA;NA;NA;Herb;Terrestrial;Area Antropica|Campo de Altitude|Campo Limpo|Campo rupestre|Vegetacao Sobre Afloramentos Rochosos;NA;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;naturalized;Mata Atlantica|Pampa;Non Endemic
329;12998;Aristida jubata (Arechav.) Herter;NA;Poaceae;species;accepted;Aristida jubata;NA;NA;NA;Herb;Terrestrial;Campo Limpo|Cerrado (lato sensu);NA;BR-DF|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica|Pampa;Non Endemic
330;12996;Aristida flaccida Trin. & Rupr.;NA;Poaceae;species;accepted;Aristida flaccida;NA;NA;NA;Herb;Terrestrial;Campo de Altitude|Campo Limpo;NA;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Mata Atlantica|Pampa;Non Endemic
332;12999;Aristida longifolia Trin.;NA;Poaceae;species;accepted;Aristida longifolia;NA;NA;NA;Herb;Terrestrial;Caatinga (stricto sensu)|Campo rupestre|Cerrado (lato sensu);NA;BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-RN|BR-RR|BR-SE|BR-TO;native;Amazonia|Caatinga|Cerrado;Non Endemic
334;20338;Aristida oligospira (Hack.) Henrard;NA;Poaceae;species;accepted;Aristida oligospira;LC;NA;NA;Herb;Terrestrial;Campo Limpo|Cerrado (lato sensu);NA;BR-BA|BR-GO|BR-MG|BR-MS|BR-SP;native;Cerrado;Non Endemic
335;13002;Aristida pallens Cav.;NA;Poaceae;species;accepted;Aristida pallens;NA;NA;NA;Herb;Terrestrial;Campo de Altitude|Campo Limpo;NA;BR-PR|BR-SC;native;Mata Atlantica;Non Endemic
336;13003;Aristida recurvata Kunth;NA;Poaceae;species;accepted;Aristida recurvata;NA;NA;NA;Herb;Terrestrial;Caatinga (stricto sensu)|Campo Limpo|Cerrado (lato sensu);NA;BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RN|BR-RR|BR-SP;native;Amazonia|Caatinga|Cerrado|Mata Atlantica;Non Endemic
338;15758;Aristolochia labiata Willd.;NA;Aristolochiaceae;species;accepted;Aristolochia labiata;LC;NA;NA;Climber;Terrestrial;Area Antropica|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial);angelico/PORTUGUES/Brasil | buta/PORTUGUES/Brasil | crista-de-galo/PORTUGUES/Brasil | milhomens/PORTUGUES/Brasil | papo-de-peru/PORTUGUES/Brasil | peru-bosta/PORTUGUES/Brasil;BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;Caatinga|Cerrado|Mata Atlantica;Non Endemic
349;1412;Arrojadoa dinae Buining & Brederoo;NA;Cactaceae;species;accepted;Arrojadoa dinae;NT;NA;NA;Subshrub|Succulent;Rupicolous|Terrestrial;Campo rupestre|Cerrado (lato sensu);rabo-de-raposa/PORTUGUES/Nordeste do Brasil;BR-BA|BR-MG;native;Caatinga|Cerrado;Endemic
350;20297;Piper aduncum L. var. aduncum;NA;Piperaceae;variety;accepted;Piper aduncum var. aduncum;NA;NA;NA;Shrub;Terrestrial;Area Antropica|Campo rupestre|Floresta Ciliar ou Galeria|Floresta Ombrofila (= Floresta Pluvial)|Restinga|Vegetacao Sobre Afloramentos Rochosos;jaborandi/PORTUGUES/SP | jaguarandi/PORTUGUES/SP;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RO|BR-RR|BR-SP|BR-TO;native;Amazonia|Cerrado|Mata Atlantica;Non Endemic
353;12835;Piper regnellii (Miq.) C.DC.;NA;Piperaceae;species;accepted;Piper regnellii;NA;NA;NA;Shrub;Terrestrial;Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial);NA;BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP|BR-TO;native;Amazonia|Cerrado|Mata Atlantica;Non Endemic
360;4515;Asclepias bracteolata E.Fourn.;NA;Apocynaceae;species;accepted;Asclepias bracteolata;NA;NA;NA;Herb;Terrestrial;Campo Limpo|Cerrado (lato sensu);NA;BR-DF|BR-GO|BR-MG|BR-RJ|BR-SC;native;Cerrado|Mata Atlantica;Endemic
361;4516;Asclepias candida Vell.;NA;Apocynaceae;species;accepted;Asclepias candida;NA;NA;NA;Herb;Terrestrial;Campo Limpo|Cerrado (lato sensu);NA;BR-BA|BR-DF|BR-GO|BR-MG|BR-MT|BR-PR|BR-SP;native;Caatinga|Cerrado|Mata Atlantica;Endemic
362;4519;Asclepias mellodora A.St.-Hil.;NA;Apocynaceae;species;accepted;Asclepias mellodora;LC;NA;NA;Herb;Terrestrial;Area Antropica|Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Restinga;NA;BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
363;4517;Asclepias curassavica L.;NA;Apocynaceae;species;accepted;Asclepias curassavica;NA;NA;NA;Herb;Terrestrial;Area Antropica|Caatinga (stricto sensu)|Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Restinga;cega-olho/PORTUGUES/Bahia | margarida/PORTUGUES/Acre | oficial-de-sala/PORTUGUES/Brasil | chibanca/PORTUGUES/Bahia | paina-de-sapo/PORTUGUES/Bahia | pitchula-de-leite/PORTUGUES/Maranhao;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
365;604609;Cyperus brasiliensis (Kunth) Bauters;NA;Cyperaceae;species;accepted;Cyperus brasiliensis;NA;NA;NA;Herb;Aquatica|Terrestrial;Campo Limpo|Cerrado (lato sensu)|Vegetacao Aquatica;NA;BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP|BR-TO;native;Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
367;127262;Asemeia hirsuta (A.St.-Hil. & Moq.) J.F.B.Pastore & J.R.Abbott;NA;Polygalaceae;species;accepted;Asemeia hirsuta;NA;NA;NA;Herb;Terrestrial;Campo Limpo|Campo rupestre|Cerrado (lato sensu);NA;BR-BA|BR-DF|BR-GO|BR-MG|BR-MT|BR-PR|BR-SP;native;Cerrado;Endemic
368;127263;Asemeia rhodoptera (Mart. ex A.W.Benn.) J.F.B.Pastore & J.R.Abbott;NA;Polygalaceae;species;accepted;Asemeia rhodoptera;NA;NA;NA;Herb;Terrestrial;Campo rupestre|Cerrado (lato sensu);NA;BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-SP|BR-TO;native;Cerrado;Endemic
379;26814;Aspilia foliacea (Spreng.) Baker;NA;Asteraceae;species;accepted;Aspilia foliacea;NA;NA;NA;Herb;Terrestrial;Campo de Altitude|Campo rupestre|Cerrado (lato sensu);NA;BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RO|BR-RS|BR-SP|BR-TO;native;Cerrado|Mata Atlantica|Pampa;Endemic
380;26837;Aspilia reflexa (Sch.Bip. ex Baker) Baker;NA;Asteraceae;species;accepted;Aspilia reflexa;NA;NA;NA;Subshrub;Terrestrial;Campo rupestre|Cerrado (lato sensu);NA;BR-MG|BR-PR|BR-RJ|BR-SP;native;Cerrado;Non Endemic
384;26824;Aspilia laevissima (Less. ex Baker) Baker;NA;Asteraceae;species;accepted;Aspilia laevissima;NA;NA;NA;Subshrub;Terrestrial;Campo Limpo|Cerrado (lato sensu);NA;BR-GO|BR-MG;native;Cerrado;Endemic
385;15971;Aspilia montevidensis (Spreng.) Kuntze;NA;Asteraceae;species;accepted;Aspilia montevidensis;NA;NA;NA;Herb;Terrestrial;Area Antropica|Campo de Altitude|Campo Limpo|Cerrado (lato sensu)|Restinga;mal-me-quer/PORTUGUES/NA;BR-BA|BR-MG|BR-MS|BR-MT|BR-PR|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica|Pampa|Pantanal;Non Endemic
388;26838;Aspilia reticulata Baker;NA;Asteraceae;species;accepted;Aspilia reticulata;VU;VU;VU;Shrub|Subshrub;Terrestrial;Campo rupestre;NA;BR-MG;native;Cerrado;Endemic
389;26839;Aspilia riedelii Baker;NA;Asteraceae;species;accepted;Aspilia riedelii;NA;NA;NA;Herb;Terrestrial;Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria;NA;BR-BA|BR-CE|BR-GO|BR-MG|BR-RJ|BR-SP;native;Cerrado;Endemic
401;90712;Asplenium geraense (C.Chr.) Sylvestre;NA;Aspleniaceae;species;accepted;Asplenium geraense;NA;NA;NA;Herb;Rupicolous;Campo rupestre;NA;BR-BA|BR-MG;native;Cerrado;Endemic
424;97893;Asterella venosa (Lehm. & Lindenb.) A.Evans;NA;Aytoniaceae;species;accepted;Asterella venosa;LC;NA;NA;Thallose;Terrestrial;Campo Limpo|Cerrado (lato sensu)|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista;NA;BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RS|BR-SC|BR-SP;native;Cerrado|Mata Atlantica;Non Endemic
435;10699;Myrcia guianensis (Aubl.) DC.;NA;Myrtaceae;species;accepted;Myrcia guianensis;LC;NA;NA;Shrub|Tree|Subshrub;Terrestrial;Caatinga (stricto sensu)|Campinarana|Campo rupestre|Cerrado (lato sensu)|Floresta de Terra Firme|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Restinga;cambui/PORTUGUES/NA | guamirim/PORTUGUES/NA | guamirim-branco/PORTUGUES/NA;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica|Pantanal;Non Endemic
437;10756;Myrcia selloi (Spreng.) N.Silveira;NA;Myrtaceae;species;accepted;Myrcia selloi;NA;NA;NA;Shrub|Tree;Terrestrial;Campo de Altitude|Campo rupestre|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Vegetacao Sobre Afloramentos Rochosos;NA;BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;Cerrado|Mata Atlantica|Pampa;Non Endemic
439;10772;Myrcia tomentosa (Aubl.) DC.;NA;Myrtaceae;species;accepted;Myrcia tomentosa;NA;NA;NA;Shrub|Tree;Terrestrial;Caatinga (stricto sensu)|Campo de Altitude|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta de Varzea|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Restinga;NA;BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica;Non Endemic
440;10776;Myrcia venulosa DC.;NA;Myrtaceae;species;accepted;Myrcia venulosa;LC;NA;NA;Shrub|Tree;Rupicolous|Terrestrial;Campo de Altitude|Campo rupestre|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Ombrofila (= Floresta Pluvial);NA;BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PR|BR-SC|BR-SP;native;Cerrado|Mata Atlantica;Endemic
448;26850;Austroeupatorium inulaefolium (Kunth) R.M.King & H.Rob.;NA;Asteraceae;species;accepted;Austroeupatorium inulaefolium;NA;NA;NA;Shrub|Herb|Subshrub;Rupicolous|Terrestrial;Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Vegetacao Sobre Afloramentos Rochosos;NA;BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP;native;Caatinga|Cerrado|Mata Atlantica|Pampa;Non Endemic
450;115502;Austroeupatorium laetevirens (Hook. & Arn.) R.M.King & H.Rob.;NA;Asteraceae;species;accepted;Austroeupatorium laetevirens;NA;NA;NA;Shrub|Subshrub;Rupicolous|Terrestrial;Campo rupestre|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Vegetacao Sobre Afloramentos Rochosos;NA;BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;Mata Atlantica|Pampa;Non Endemic
453;6783;Plenckia populnea Reissek;NA;Celastraceae;species;accepted;Plenckia populnea;NA;NA;NA;Shrub|Tree;Terrestrial;Campo rupestre|Cerrado (lato sensu)|Savana Amazonica|Vegetacao Sobre Afloramentos Rochosos;marmelo-do-campo/PORTUGUES/NA | pau-de-vidro/PORTUGUES/Centro-Oeste (Goias) | mangabarana/PORTUGUES/Norte | marmeleiro/PORTUGUES/Sudeste;BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RO|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica;Non Endemic
455;13034;Axonopus aureus P. Beauv.;NA;Poaceae;species;accepted;Axonopus aureus;LC;NA;NA;Herb;Terrestrial;Area Antropica|Campinarana|Campo de Varzea|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Palmeiral|Savana Amazonica|Vegetacao Sobre Afloramentos Rochosos;capim-ourinho/PORTUGUES/Minas Gerais | capim-de-carneiro/PORTUGUES/NA | capim-do-cerrado/PORTUGUES/NA | capim-flabelo/PORTUGUES/NA | capim-perdiz/PORTUGUES/NA | cola-de-burro/ESPANHOL/NA | paja-cienpies/ESPANHOL/NA | paja-de-canta/ESPANHOL/NA | paja-peluda/ESPANHOL/NA | pata-de-pava/ESPANHOL/NA | pe-de-galinha/PORTUGUES/NA | rabo-de-raposa/PORTUGUES/NA;BR-AC|BR-AM|BR-AP|BR-BA|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO;native;Amazonia|Caatinga|Cerrado|Mata Atlantica;Non Endemic
